COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION,NEWNAME
BILG09009,Population and Community Ecology 3,Friday,09,00,10,50,Kings Buildings,
BILG09009,Population and Community Ecology 3,Tuesday,09,00,10,50,Kings Buildings,
PHIL10082,Self Agency and the Will,Tuesday,11,10,13,00,No Location Data Available,
PHIL10082,Self Agency and the Will,Tuesday,11,10,13,00,No Location Data Available,
MUSI08058,Maths for Music Technology I: Essential Maths for Music [MFM I],Wednesday,11,10,13,00,No Location Data Available,
MUSI08058,Maths for Music Technology I: Essential Maths for Music [MFM I],Tuesday,14,00,14,50,No Location Data Available,
MUSI08058,Maths for Music Technology I: Essential Maths for Music [MFM I],Monday,12,10,13,00,No Location Data Available,
ELEE10005,Power Systems and Machines 4,Monday,11,10,12,00,No Location Data Available,
ELEE10005,Power Systems and Machines 4,Monday,09,00,10,50,Kings Buildings,
ELEE09019,Power Systems 3,Friday,12,10,13,00,No Location Data Available,
ELEE09019,Power Systems 3,Monday,14,10,15,00,No Location Data Available,
ELEE09019,Power Systems 3,Monday,16,10,17,00,No Location Data Available,
ELEE09019,Power Systems 3,Thursday,14,00,14,50,No Location Data Available,
EASC10035,Seismology,Friday,09,00,09,50,No Location Data Available,
EASC10035,Seismology,Thursday,11,10,12,00,Kings Buildings,
EASC10035,Seismology,Monday,11,10,12,00,Kings Buildings,
MATH10060,Numerical Ordinary Differential Equations and Applications,Monday,14,10,15,00,No Location Data Available,
MATH10060,Numerical Ordinary Differential Equations and Applications,Monday,14,10,15,00,No Location Data Available,
MATH10060,Numerical Ordinary Differential Equations and Applications,Thursday,10,00,10,50,No Location Data Available,
MATH10060,Numerical Ordinary Differential Equations and Applications,Monday,10,00,10,50,No Location Data Available,
THET10028,Film Religion and Ethics 3/4,Tuesday,15,00,17,00,NC,
THET10028,Film Religion and Ethics 3/4,Thursday,14,00,15,50,No Location Data Available,
BUST10036,Risk Management,Thursday,11,10,13,00,No Location Data Available,
BUST10036,Risk Management,Thursday,11,10,13,00,No Location Data Available,
HIAR08012,History of Art 2,Wednesday,11,10,12,00,Central,
HIAR08012,History of Art 2,Tuesday,11,10,12,00,Central,
CELT08015,Celtic Civilisation 1B,Monday,14,10,15,00,Central,
CELT08015,Celtic Civilisation 1B,Tuesday,14,10,15,00,No Location Data Available,
CELT08015,Celtic Civilisation 1B,Thursday,14,10,15,00,No Location Data Available,
NEBM10021,Clinical Neuroscience,Tuesday,09,00,12,00,MED+VET,
NEBM10021,Clinical Neuroscience,Friday,09,00,12,00,MED+VET,
ZLGY10001,Animal Evolution,Monday,11,10,12,00,Kings Buildings,
ZLGY10001,Animal Evolution,Monday,09,00,10,50,Kings Buildings,
ECNM10065,Policy for Economic Development,Monday,14,00,15,50,No Location Data Available,
ECNM10065,Policy for Economic Development,Monday,14,00,15,50,No Location Data Available,
MUSI10021,Recital,Thursday,11,10,13,00,Central,
MUSI10021,Recital,Thursday,16,10,18,00,Central,
CHEE08012,Introduction to Biochemical Engineering 2,Friday,12,10,13,00,No Location Data Available,
CHEE08012,Introduction to Biochemical Engineering 2,Friday,09,00,10,50,Kings Buildings,
CHEE08012,Introduction to Biochemical Engineering 2,Monday,12,10,13,00,No Location Data Available,
SCEE08007,Signals and Communication Systems 2,Wednesday,12,10,13,00,No Location Data Available,
SCEE08007,Signals and Communication Systems 2,Friday,11,10,12,00,No Location Data Available,
SCEE08007,Signals and Communication Systems 2,Thursday,11,10,12,00,No Location Data Available,
SCEE08007,Signals and Communication Systems 2,Tuesday,11,10,12,00,No Location Data Available,
IMES10009,Modern Persian Literature,Tuesday,12,10,13,50,No Location Data Available,
IMES10009,Modern Persian Literature,Monday,14,00,15,50,No Location Data Available,
CHEM11025,Sustainable Chemistry Level 11,Thursday,12,10,13,00,Kings Buildings,
CHEM11025,Sustainable Chemistry Level 11,Tuesday,12,10,13,50,Kings Buildings,
CHEM11025,Sustainable Chemistry Level 11,Friday,12,10,13,00,Kings Buildings,
MATH08071,Accelerated Proofs and Problem Solving,Monday,10,00,10,50,No Location Data Available,
MATH08071,Accelerated Proofs and Problem Solving,Thursday,10,00,10,50,No Location Data Available,
MATH08071,Accelerated Proofs and Problem Solving,Tuesday,13,10,14,00,No Location Data Available,
HIST10352,Medieval Islamic Empires,Tuesday,14,10,16,00,No Location Data Available,
HIST10352,Medieval Islamic Empires,Tuesday,14,10,16,00,No Location Data Available,
CHEM09008,Chemistry 3A (VS1),Monday,09,00,12,00,Kings Buildings,
CHEM09008,Chemistry 3A (VS1),Thursday,09,00,12,00,Kings Buildings,
CHEM09008,Chemistry 3A (VS1),Wednesday,09,00,09,50,No Location Data Available,
CHEE09011,Chemical Engineering Thermodynamics 3,Friday,09,00,10,50,Kings Buildings,
CHEE09011,Chemical Engineering Thermodynamics 3,Thursday,15,00,17,00,No Location Data Available,
CHEM10048,Environmental Chemistry Level 10,Tuesday,11,10,12,00,No Location Data Available,
CHEM10048,Environmental Chemistry Level 10,Wednesday,11,10,12,00,No Location Data Available,
CHEM10048,Environmental Chemistry Level 10,Friday,11,10,12,00,No Location Data Available,
CHEM10048,Environmental Chemistry Level 10,Tuesday,11,10,12,00,No Location Data Available,
CHEM10048,Environmental Chemistry Level 10,Wednesday,11,10,12,00,No Location Data Available,
CHEM10048,Environmental Chemistry Level 10,Friday,11,10,12,00,No Location Data Available,
MATH08067,Probability with Applications,Monday,17,10,18,00,Central,
MATH08067,Probability with Applications,Monday,16,10,17,00,Central,
MATH08067,Probability with Applications,Tuesday,17,10,18,00,No Location Data Available,
MATH08067,Probability with Applications,Thursday,17,10,18,00,No Location Data Available,
MATH08067,Probability with Applications,Friday,17,10,18,00,No Location Data Available,
LAWS08122,Evidence and Criminal Law,Tuesday,11,10,12,00,No Location Data Available,
LAWS08122,Evidence and Criminal Law,Wednesday,11,10,12,00,No Location Data Available,
CIVE10004,Foundation Engineering 4,Friday,16,10,17,00,Kings Buildings,
CIVE10004,Foundation Engineering 4,Wednesday,11,10,13,00,Kings Buildings,
LAWS08131,Commercial Law (Ordinary),Tuesday,14,10,15,00,No Location Data Available,
LAWS08131,Commercial Law (Ordinary),Friday,14,10,15,00,No Location Data Available,
LAWS08131,Commercial Law (Ordinary),Wednesday,12,10,13,00,No Location Data Available,
REST08010,Global Religions: South Asian Indigenous and New Traditions,Thursday,11,10,12,00,No Location Data Available,
REST08010,Global Religions: South Asian Indigenous and New Traditions,Monday,11,10,12,00,No Location Data Available,
REST08010,Global Religions: South Asian Indigenous and New Traditions,Tuesday,11,10,12,00,No Location Data Available,
REST08010,Global Religions: South Asian Indigenous and New Traditions,Friday,11,10,12,00,No Location Data Available,
ENLI08008,English Literature 1 (VS1),Friday,13,10,14,00,Central,
ENLI08008,English Literature 1 (VS1),Thursday,13,10,14,00,Central,
ENLI08008,English Literature 1 (VS1),Tuesday,12,10,13,00,Central,
IPHP10003,Health Systems Reform and Public Private Partnerships,Tuesday,14,10,15,00,No Location Data Available,
IPHP10003,Health Systems Reform and Public Private Partnerships,Tuesday,16,10,18,00,Central,
IPHP10003,Health Systems Reform and Public Private Partnerships,Monday,16,10,18,00,Central,
HIAR10122,Caravaggio the man who came to destroy painting?,Tuesday,11,10,13,00,No Location Data Available,
HIAR10122,Caravaggio the man who came to destroy painting?,Tuesday,11,10,13,00,No Location Data Available,
HIAR08011,History of Art 1B (VS2),Tuesday,17,10,18,00,Central,
HIAR08011,History of Art 1B (VS2),Monday,17,10,18,00,Central,
SPRT08005,Sport Science 2B,Monday,15,00,15,50,Central,
SPRT08005,Sport Science 2B,Monday,17,10,18,00,Central,
SPRT08005,Sport Science 2B,Friday,11,10,13,00,No Location Data Available,
SPRT08005,Sport Science 2B,Thursday,14,00,14,50,Central,
ASST08002,Japanese 1,Wednesday,12,10,13,00,No Location Data Available,
ASST08002,Japanese 1,Thursday,12,10,13,00,No Location Data Available,
ASST08002,Japanese 1,Wednesday,10,00,10,50,Central,
ASST08002,Japanese 1,Wednesday,11,10,12,00,Central,
ASST08002,Japanese 1,Monday,12,10,13,00,No Location Data Available,
ASST08002,Japanese 1,Thursday,15,00,15,50,Central,
ASST08002,Japanese 1,Thursday,14,00,14,50,Central,
ASST08002,Japanese 1,Tuesday,12,10,13,00,No Location Data Available,
ASST08002,Japanese 1,Tuesday,14,00,14,50,Central,
SCWR08004,Social Work: Policy and Legal Frameworks,Thursday,10,00,10,50,Central,
SCWR08004,Social Work: Policy and Legal Frameworks,Tuesday,10,00,10,50,Central,
MUSI08012,Music 1B: Music and Technologies,Friday,15,00,15,50,Central,
MUSI08012,Music 1B: Music and Technologies,Tuesday,15,00,15,50,Central,
HIAR10110,Sacred and Profane Painting in Quattrocento Italy,Friday,11,10,13,00,No Location Data Available,
HIAR10110,Sacred and Profane Painting in Quattrocento Italy,Friday,11,10,13,00,No Location Data Available,
PHYS11047,Modern Quantum Field Theory,Monday,15,10,16,00,No Location Data Available,
PHYS11047,Modern Quantum Field Theory,Thursday,17,10,18,00,No Location Data Available,
PHYS11047,Modern Quantum Field Theory,Thursday,15,10,16,00,No Location Data Available,
ECNM08004,Economic Principles,Friday,16,10,17,00,Central,
ECNM08004,Economic Principles,Friday,16,10,17,00,Central,
ECNM08004,Economic Principles,Tuesday,16,10,17,00,No Location Data Available,
ECNM08004,Economic Principles,Tuesday,16,10,17,00,Central,
ELCS08023,Scandinavian Historical and Cultural Topics 2,Monday,10,00,10,50,Central,
ELCS08023,Scandinavian Historical and Cultural Topics 2,Wednesday,10,00,10,50,Central,
GENE10002,Molecular & Cellular Aspects of HIV Infection,Monday,14,00,17,00,Kings Buildings,
GENE10002,Molecular & Cellular Aspects of HIV Infection,Thursday,14,00,17,00,Kings Buildings,
MECE09012,Computer Aided Engineering 3,Monday,09,00,12,00,Kings Buildings,
MECE09012,Computer Aided Engineering 3,Thursday,09,00,12,00,Kings Buildings,
PHYS09015,Physical Mathematics,Tuesday,14,10,16,00,Kings Buildings,
PHYS09015,Physical Mathematics,Tuesday,11,10,13,00,Kings Buildings,
PHYS09015,Physical Mathematics,Friday,10,00,10,50,Kings Buildings,
PHYS09015,Physical Mathematics,Tuesday,10,00,10,50,Kings Buildings,
PHYS09015,Physical Mathematics,Tuesday,14,10,16,00,Kings Buildings,
PHYS09015,Physical Mathematics,Tuesday,11,10,13,00,Kings Buildings,
PHYS09015,Physical Mathematics,Friday,10,00,10,50,Kings Buildings,
PHYS09015,Physical Mathematics,Tuesday,10,00,10,50,Kings Buildings,
ENLI10178,Poor Things: Capitalism Reification and 20th Century Literature,Tuesday,10,00,12,00,Central,
ENLI10178,Poor Things: Capitalism Reification and 20th Century Literature,Tuesday,14,00,15,50,Central,
METE08001,Meteorology: Atmosphere and Environment,Friday,10,00,10,50,Kings Buildings,
METE08001,Meteorology: Atmosphere and Environment,Monday,10,00,10,50,Kings Buildings,
METE08001,Meteorology: Atmosphere and Environment,Wednesday,10,00,10,50,Kings Buildings,
METE08001,Meteorology: Atmosphere and Environment,Thursday,14,00,15,50,Kings Buildings,
METE08001,Meteorology: Atmosphere and Environment,Tuesday,10,00,12,00,Kings Buildings,
METE08001,Meteorology: Atmosphere and Environment,Monday,14,00,15,50,Kings Buildings,
SCEE09002,Control and Instrumentation Engineering 3,Thursday,15,00,15,50,No Location Data Available,
SCEE09002,Control and Instrumentation Engineering 3,Tuesday,14,00,14,50,No Location Data Available,
SCEE09002,Control and Instrumentation Engineering 3,Thursday,12,10,13,00,No Location Data Available,
SCEE09002,Control and Instrumentation Engineering 3,Monday,12,10,13,00,No Location Data Available,
GREE08007,Greek 2A,Monday,11,10,12,00,Central,
GREE08007,Greek 2A,Tuesday,11,10,12,00,Central,
GREE08007,Greek 2A,Thursday,11,10,12,00,Central,
GREE08007,Greek 2A,Friday,11,10,12,00,Central,
ELCS08029,Scandinavian Literature 2,Wednesday,09,00,09,50,No Location Data Available,
ELCS08029,Scandinavian Literature 2,Thursday,09,00,09,50,No Location Data Available,
LAWS10134,Delictual Liability,Tuesday,11,10,13,00,No Location Data Available,
LAWS10134,Delictual Liability,Tuesday,14,00,15,50,No Location Data Available,
SAST08001,South Asian Studies 2A,Monday,10,00,10,50,Central,
SAST08001,South Asian Studies 2A,Wednesday,10,00,10,50,Central,
EASC08004,Oceanography,Thursday,11,10,12,00,Kings Buildings,
EASC08004,Oceanography,Friday,11,10,12,00,Kings Buildings,
EASC08004,Oceanography,Tuesday,12,10,13,00,Kings Buildings,
EASC08004,Oceanography,Wednesday,14,00,17,00,Kings Buildings,
EASC08004,Oceanography,Tuesday,14,00,17,00,Kings Buildings,
IMES10002,Elements of Islam,Thursday,11,10,13,00,No Location Data Available,
IMES10002,Elements of Islam,Monday,11,10,13,00,No Location Data Available,
EASC09009,Chemical Geology,Thursday,10,00,12,00,Kings Buildings,
EASC09009,Chemical Geology,Thursday,09,00,09,50,Kings Buildings,
EASC09009,Chemical Geology,Thursday,14,00,14,50,No Location Data Available,
EASC10040,Transferable Skills for Geophysicists,Tuesday,14,00,17,00,Kings Buildings,
EASC10040,Transferable Skills for Geophysicists,Wednesday,14,00,17,00,Kings Buildings,
EASC10040,Transferable Skills for Geophysicists,Wednesday,09,00,10,50,Kings Buildings,
ASST08033,East Asian Civilization 1B,Monday,16,10,17,00,Central,
ASST08033,East Asian Civilization 1B,Tuesday,10,00,10,50,Central,
ASST08033,East Asian Civilization 1B,Friday,14,00,14,50,Central,
ASST08033,East Asian Civilization 1B,Tuesday,16,10,17,00,Central,
ASST08033,East Asian Civilization 1B,Monday,15,00,15,50,Central,
ASST08033,East Asian Civilization 1B,Monday,12,10,13,00,Central,
ASST08033,East Asian Civilization 1B,Thursday,16,10,17,00,No Location Data Available,
CIVE09018,Infrastructure Management and Sustainability 3,Friday,11,10,12,00,Kings Buildings,
CIVE09018,Infrastructure Management and Sustainability 3,Friday,12,10,13,00,No Location Data Available,
CIVE09018,Infrastructure Management and Sustainability 3,Monday,12,10,13,00,No Location Data Available,
CIVE09018,Infrastructure Management and Sustainability 3,Monday,11,10,12,00,Kings Buildings,
CIVE09018,Infrastructure Management and Sustainability 3,Wednesday,10,00,13,00,Kings Buildings,
EASC08016,Physics of the Earth,Monday,12,10,13,00,Kings Buildings,
EASC08016,Physics of the Earth,Thursday,12,10,13,00,Kings Buildings,
EASC08016,Physics of the Earth,Monday,16,10,17,00,No Location Data Available,
EASC08016,Physics of the Earth,Tuesday,14,00,17,00,No Location Data Available,
EASC08016,Physics of the Earth,Tuesday,14,00,17,00,No Location Data Available,
EASC08016,Physics of the Earth,Tuesday,14,00,17,00,No Location Data Available,
EASC08016,Physics of the Earth,Tuesday,14,00,17,00,No Location Data Available,
LATI08008,Latin 1B,Thursday,10,00,10,50,Central,
LATI08008,Latin 1B,Wednesday,10,00,10,50,Central,
LATI08008,Latin 1B,Monday,10,00,10,50,Central,
LATI08008,Latin 1B,Tuesday,10,00,10,50,Central,
PLIT08006,International Cooperation in Europe and Beyond,Monday,16,10,17,00,Central,
PLIT08006,International Cooperation in Europe and Beyond,Thursday,16,10,17,00,Central,
ECNM08012,Issues in Global Economics,Friday,16,10,17,00,Central,
ECNM08012,Issues in Global Economics,Tuesday,16,10,17,00,Central,
ECNM08012,Issues in Global Economics,Friday,16,10,17,00,Central,
ECNM08012,Issues in Global Economics,Tuesday,16,10,17,00,Central,
ASST10109,Chinese History and Thought 4B (modern),Wednesday,11,10,13,00,No Location Data Available,
ASST10109,Chinese History and Thought 4B (modern),Monday,11,10,12,00,No Location Data Available,
GEGR09005,Qualitative Methods in Geography,Thursday,11,10,13,00,Central,
GEGR09005,Qualitative Methods in Geography,Friday,11,10,13,00,Central,
GEGR09005,Qualitative Methods in Geography,Thursday,11,10,13,00,Central,
GEGR09005,Qualitative Methods in Geography,Wednesday,14,00,15,50,Central,
GEGR09005,Qualitative Methods in Geography,Friday,14,00,15,50,Central,
GEGR09005,Qualitative Methods in Geography,Tuesday,09,00,10,50,Central,
GEGR09005,Qualitative Methods in Geography,Wednesday,11,10,13,00,Central,
GEGR09005,Qualitative Methods in Geography,Thursday,09,00,10,50,Central,
GEGR09005,Qualitative Methods in Geography,Wednesday,09,00,10,50,Central,
ECSH08040,Economic History 2.1: The Global Economy Part 1,Monday,15,00,15,50,Central,
ECSH08040,Economic History 2.1: The Global Economy Part 1,Thursday,15,00,15,50,Central,
ECSH08040,Economic History 2.1: The Global Economy Part 1,Monday,15,00,15,50,Central,
ECSH08040,Economic History 2.1: The Global Economy Part 1,Tuesday,15,00,15,50,Central,
ECSH08040,Economic History 2.1: The Global Economy Part 1,Thursday,15,00,15,50,Central,
ECSH08040,Economic History 2.1: The Global Economy Part 1,Tuesday,15,00,15,50,Central,
PHYS08043,Dynamics and Vector Calculus,Tuesday,11,10,12,00,No Location Data Available,
PHYS08043,Dynamics and Vector Calculus,Monday,11,10,12,00,No Location Data Available,
PHYS08043,Dynamics and Vector Calculus,Thursday,14,10,16,00,Kings Buildings,
PHYS08043,Dynamics and Vector Calculus,Monday,14,10,16,00,Kings Buildings,
PHYS08043,Dynamics and Vector Calculus,Friday,11,10,12,00,No Location Data Available,
PHYS08043,Dynamics and Vector Calculus,Friday,14,10,16,00,Kings Buildings,
PHYS08043,Dynamics and Vector Calculus,Thursday,11,10,12,00,No Location Data Available,
PHYS08043,Dynamics and Vector Calculus,Tuesday,14,10,16,00,Kings Buildings,
MECE10003,Energy Systems 4,Monday,12,10,13,00,Kings Buildings,
MECE10003,Energy Systems 4,Wednesday,12,10,13,50,Kings Buildings,
BILG09004,Evolutionary and Ecological Genetics 3,Friday,13,30,15,30,Kings Buildings,
BILG09004,Evolutionary and Ecological Genetics 3,Tuesday,13,30,15,30,Kings Buildings,
